event_id,user_id,event_name,device_type,plan_type,experiment_variant,event_properties,event_timestamp
5795d6a0-b104-4f52-9609-52885a011952,e69709f0-a4a7-4057-8768-96fec83ac960,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""GB""}",
302c1fe8-bc6b-4814-a566-f399ce8f32c5,e69709f0-a4a7-4057-8768-96fec83ac960,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-14
7e4e3cad-2bd3-4b1c-bd44-2fc0d7770f49,452df973-3f93-4530-aeb9-4ec9cf597190,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""GB""}",
34767a40-f5d9-4bcb-8397-162cc1bfb54d,452df973-3f93-4530-aeb9-4ec9cf597190,upgrade,web,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-03
cf096944-f92c-4209-9fe7-2b7df123b6c2,f3800283-7b38-4f2f-8494-670be7e86153,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""US""}",
3de87709-51d2-4900-882c-7e69c20f3218,f3800283-7b38-4f2f-8494-670be7e86153,feature_a_used,web,free,A,"{""usage_count"": 5}",2024-02-05
88529d3a-8ef3-4366-bcdc-ca342295a935,11f9f2a0-19d1-4534-8a00-b554dfa0b87d,signup,web,free,A,"{""source"": ""organic"", ""country"": ""GB""}",
268c0509-536f-476d-98ac-4dd336a3298e,226940ef-5f3b-458c-9b70-f97b5c4447aa,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""US""}",
4c771d6a-c1b2-4eb1-9398-c38a088f8270,ce9da429-df5a-4c92-8550-3c31a90e0945,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""CA""}",
51525802-4669-4e81-aa08-55f8c209b888,ce9da429-df5a-4c92-8550-3c31a90e0945,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-12
dc0ded3f-1d3d-4ba1-998c-719bf41616a9,ce9da429-df5a-4c92-8550-3c31a90e0945,feature_b_used,web,free,A,"{""usage_count"": 8}",2024-02-15
cc2e5ccc-5cab-42b0-b6e3-ca7817da3474,ce9da429-df5a-4c92-8550-3c31a90e0945,upgrade,web,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-03
a7c7eaac-ea42-45e5-9cfa-118838387be5,b1227249-3b38-473c-8783-7d3a9f40f230,signup,web,free,A,"{""source"": ""referral"", ""country"": ""DE""}",
b46ff6d1-3be9-410a-8d18-b46801db5be9,b1227249-3b38-473c-8783-7d3a9f40f230,upgrade,web,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-11
79f88b12-1490-4212-9b33-d65421960565,d79b0ff5-0183-489c-a227-1326bb17e810,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""GB""}",
1bd0eded-7426-4a09-adbc-87cc4aa7ce00,d79b0ff5-0183-489c-a227-1326bb17e810,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-23
20d0c167-77cc-4c03-840b-4d8e31317cd1,d79b0ff5-0183-489c-a227-1326bb17e810,feature_a_used,web,free,A,"{""usage_count"": 10}",2024-01-28
736b7d28-2b86-44c9-b4dc-686fc00719a1,0dd313be-1bf5-4294-87e6-441329296506,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""IN""}",
69e94ba3-6505-4de8-9a18-96f1e1871f27,0dd313be-1bf5-4294-87e6-441329296506,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-29
1929caa6-076c-4c16-9bb0-41a5c00952df,0dd313be-1bf5-4294-87e6-441329296506,feature_b_used,web,free,A,"{""usage_count"": 1}",2024-02-11
afd21bd5-21df-498c-b05b-1a1f17cef941,b380cb67-8e6e-4314-b840-8c8bca1719f9,signup,web,free,A,"{""source"": ""paid_search"", ""country"": ""DE""}",
80586052-3d56-4d63-8289-3552c19c4c43,472e592d-c273-40c1-946e-8fd71ffffa02,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""GB""}",
2b995490-69dd-4ddf-b3a0-f787f4fd1eaf,472e592d-c273-40c1-946e-8fd71ffffa02,feature_a_used,mobile,free,A,"{""usage_count"": 8}",2024-02-06
866ef77c-58b7-46ad-a3f1-cfc8bc8aa986,472e592d-c273-40c1-946e-8fd71ffffa02,feature_b_used,web,free,A,"{""usage_count"": 7}",2024-02-08
9478ca29-ae3c-4671-9570-ab02168eee86,6d9b7ac9-1b7b-483d-9673-23210df3a438,signup,mobile,free,B,"{""source"": ""referral"", ""country"": ""CA""}",
08c7f10c-8b6e-462d-84a7-64edd94b483d,c7b092fb-07f7-4ebe-a2de-0116c947d6eb,signup,web,free,A,"{""source"": ""paid_search"", ""country"": ""US""}",
43b3464a-04fc-469a-bfe3-8490947cdd8d,c7b092fb-07f7-4ebe-a2de-0116c947d6eb,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-07
2585198e-09cd-466e-bcff-844a8694f3fe,c7b092fb-07f7-4ebe-a2de-0116c947d6eb,upgrade,web,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-14
33b5a990-2746-4e91-b2e5-cd11d9dc3a65,d1f047d4-2610-4493-969e-c779364f2f4d,signup,web,free,A,"{""source"": ""sales"", ""country"": ""US""}",
ce3beab9-4c98-41f4-a262-564fd2efc1ff,dbf4789f-cf1b-4d1b-8295-8a7b4444e9d4,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""GB""}",
1feca6de-f16e-4753-9437-4401165cb043,8e57aad7-f555-4358-a15b-c9ab8c36706b,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""GB""}",
b2406d55-5d5d-4678-91ca-d9c9f055ec2d,8e57aad7-f555-4358-a15b-c9ab8c36706b,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-03
62486098-42e9-4c6c-ab21-ff70b3095aab,8e57aad7-f555-4358-a15b-c9ab8c36706b,cancel,web,pro,A,"{""reason"": ""price""}",2024-04-27
c0d3aed7-0217-4cfc-acff-d26a0c923b94,f56e20fc-8378-445b-8b76-fde978caa0d3,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""DE""}",
aeceade4-9484-49fa-9751-4f4d2e28ad56,f56e20fc-8378-445b-8b76-fde978caa0d3,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-21
41631b61-a295-4195-88ba-03aca9119d90,f56e20fc-8378-445b-8b76-fde978caa0d3,feature_a_used,mobile,free,A,"{""usage_count"": 9}",2024-01-31
64b56c41-6870-4cf3-91e5-db2c1f71769e,867f1239-db43-4e87-b7c9-4e78514a877c,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""CA""}",
5165aee5-7d98-4e54-af8b-7382c541a9b0,5dcf0e75-d98b-4e4b-913d-b990cce3440a,signup,web,free,B,"{""source"": ""referral"", ""country"": ""CA""}",
974cc393-76a7-468c-823c-40be09b2c849,5dcf0e75-d98b-4e4b-913d-b990cce3440a,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-03
dca2d8f2-3f9c-4261-9453-d5c607d009a9,5dcf0e75-d98b-4e4b-913d-b990cce3440a,feature_b_used,web,free,B,"{""usage_count"": 10}",2024-02-14
fa365d05-7c52-4584-b090-e04119840b53,b11270c0-66ee-4855-b3bf-792d837947ae,signup,web,free,A,"{""source"": ""organic"", ""country"": ""IN""}",
b26e938e-4382-45e6-a19c-533b9073efa2,b11270c0-66ee-4855-b3bf-792d837947ae,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-06
2f3664f9-4ec5-4a82-b271-165479cd3088,b11270c0-66ee-4855-b3bf-792d837947ae,cancel,web,pro,A,"{""reason"": ""price""}",2024-03-25
21970ea5-7fc6-4c21-880d-f88fa3de9202,3f685f97-91c8-4664-a440-77e5767d166b,signup,web,free,B,"{""source"": ""referral"", ""country"": ""GB""}",
6e766081-cedd-4871-b0d4-99df3859a5fa,5fbc5464-ff8c-4157-92da-a5acb3d9ff1d,signup,web,free,A,"{""source"": ""organic"", ""country"": ""GB""}",
1d6a0875-b9e3-4f51-af76-3bc34ec87742,c56945a5-dbd5-4d8f-a9b8-2545f2f7b9ef,signup,web,free,B,"{""source"": ""sales"", ""country"": ""CA""}",
b578afe1-1649-4c74-bf91-b2d6ce02f364,c56945a5-dbd5-4d8f-a9b8-2545f2f7b9ef,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-07
9d6ab2e0-12ad-4e48-986d-9e88609d203f,c56945a5-dbd5-4d8f-a9b8-2545f2f7b9ef,feature_a_used,web,free,B,"{""usage_count"": 1}",2024-02-18
5a96373d-7d01-4ab4-a365-8fb05fed8927,51f8b230-7088-4c8f-b4f2-8f74332ead7c,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""GB""}",
c5349fae-818f-444f-8aaa-cca3c2175702,51f8b230-7088-4c8f-b4f2-8f74332ead7c,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-26
393c6bcf-6ec1-4601-92e6-8e9cb4b84b0a,75eac1b0-c6fa-41ae-9c97-b131d0bf829d,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""US""}",
afd847b2-fa8a-4062-97d8-83e52c302cb3,75eac1b0-c6fa-41ae-9c97-b131d0bf829d,feature_a_used,mobile,free,B,"{""usage_count"": 10}",2024-02-08
7681df0a-c5dc-4408-8aac-d612e9dd15ba,57a5dac4-4a16-47a8-81de-3cf03923cafa,signup,mobile,free,A,"{""source"": ""referral"", ""country"": ""CA""}",
dcb5dd97-4104-45b1-88d0-b2a183b0de64,3fefd019-a06d-4f8e-b126-c8406dbab284,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""CA""}",
d62bcf69-2c13-4772-ad19-c2402202ce97,e74e8a78-3583-4bf0-a5ab-3592a5008f93,signup,web,free,A,"{""source"": ""organic"", ""country"": ""CA""}",
e1848767-30da-4a8b-a5e2-93d43053653a,9360a374-63fb-450c-9381-6dc1f6377626,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""DE""}",
12ad9bcc-5f62-4edd-83a9-2c1be9794877,9360a374-63fb-450c-9381-6dc1f6377626,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-28
13e3e5dd-8320-4330-961c-819802102dca,9360a374-63fb-450c-9381-6dc1f6377626,feature_b_used,mobile,free,B,"{""usage_count"": 9}",2024-02-11
f0349e3a-58d0-4236-91e7-e71b1a493e76,4057ec14-3114-4663-917b-6c9635278ab9,signup,web,free,A,"{""source"": ""referral"", ""country"": ""CA""}",
1332afc9-0d8c-4cf0-888e-a959b8df7fe4,4057ec14-3114-4663-917b-6c9635278ab9,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-07
2dd5247d-e0f0-4d51-a5fa-eafb95fc8b67,4057ec14-3114-4663-917b-6c9635278ab9,feature_a_used,mobile,free,A,"{""usage_count"": 9}",2024-02-20
d2eaedbd-5325-4815-ad5e-5511174c739c,4057ec14-3114-4663-917b-6c9635278ab9,feature_b_used,web,free,A,"{""usage_count"": 7}",2024-03-04
f2a15556-9d64-4c70-a485-cf86b7c63794,4057ec14-3114-4663-917b-6c9635278ab9,upgrade,web,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-21
c9417036-1e49-4e92-8695-dee59d50985c,9cabc788-4dd5-4e5a-84b1-bc06d9035a66,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""IN""}",
c2c50304-bdb5-4e57-b7b0-60f6789c0404,d547247a-83c4-49a1-a686-1277109132cb,signup,web,free,B,"{""source"": ""sales"", ""country"": ""GB""}",
28525db7-b463-4ba1-b73b-3175b0506230,245a555c-9559-4a2a-bfe0-17b4355275dd,signup,web,free,B,"{""source"": ""sales"", ""country"": ""DE""}",
8e5dec39-15c7-44d9-a9aa-68ca4764c93d,245a555c-9559-4a2a-bfe0-17b4355275dd,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-09
eb8095a0-4bb3-47ef-8d00-2743119ab5bc,245a555c-9559-4a2a-bfe0-17b4355275dd,feature_a_used,web,free,B,"{""usage_count"": 1}",2024-02-14
ecff0496-e151-4802-aa26-5dc167fe6bbd,245a555c-9559-4a2a-bfe0-17b4355275dd,upgrade,mobile,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-11
f7656738-837a-493b-9a7f-30db61cedfc3,e6d79374-899e-44cf-aecf-7a0b1afc5a12,signup,web,free,A,"{""source"": ""referral"", ""country"": ""DE""}",
a0902877-513c-483d-92d8-a2de25c5a1ef,e6d79374-899e-44cf-aecf-7a0b1afc5a12,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-27
20e08abc-2a19-4796-a9d6-c3c886a19d9a,e6d79374-899e-44cf-aecf-7a0b1afc5a12,upgrade,mobile,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-14
638e3890-5077-4305-9da4-c78588f238cd,fa1a133c-1f2c-4bdb-82be-9da6aa5e2f59,signup,web,free,A,"{""source"": ""sales"", ""country"": ""US""}",
f743845c-08a7-4277-8989-09d886bd7e65,fa1a133c-1f2c-4bdb-82be-9da6aa5e2f59,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-30
5df5a6d4-bdf4-46b8-a830-2a91438644fa,fa1a133c-1f2c-4bdb-82be-9da6aa5e2f59,feature_b_used,mobile,free,A,"{""usage_count"": 2}",2024-02-05
c12054e4-d1a7-4ec9-824e-7e6e1429a872,40409253-0cff-4607-980b-0163699a586b,signup,web,free,B,"{""source"": ""referral"", ""country"": ""GB""}",
2c201359-c3ee-470b-b4bc-67d535048f4f,89b7483d-e347-4e52-8cca-17043c4a941d,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""IN""}",
6faa2b01-9d59-47da-8ea9-107e82af0e03,89b7483d-e347-4e52-8cca-17043c4a941d,feature_a_used,mobile,free,B,"{""usage_count"": 6}",2024-01-19
7e9012a8-440d-42c2-bb3b-0004e6ec2f68,89b7483d-e347-4e52-8cca-17043c4a941d,cancel,web,pro,B,"{""reason"": ""price""}",2024-04-06
56f4fe50-4491-45b7-a78f-423ed87516ed,daeb50db-033e-4b93-8e5d-37487b492479,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""US""}",
f2da98ef-f2b4-4c46-8cd4-986aff27ae47,de4b2d8d-aeba-4f77-8385-de7ea32bab1b,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""GB""}",
47e58bef-73b9-4dd9-acf5-328b50cd265b,de4b2d8d-aeba-4f77-8385-de7ea32bab1b,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-29
ad4f5456-2a02-45c4-b828-a65943e2435f,7372128c-0e9d-4480-ab7c-ea131ef71ffa,signup,web,free,B,"{""source"": ""organic"", ""country"": ""GB""}",
40ad6163-f0ae-4604-875a-da75e14f2e16,7372128c-0e9d-4480-ab7c-ea131ef71ffa,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-31
1be8ee57-a1e5-4dc5-a293-5116880f7140,7372128c-0e9d-4480-ab7c-ea131ef71ffa,feature_a_used,mobile,free,B,"{""usage_count"": 6}",2024-02-05
8fcaa401-7034-4c7a-ba10-0d5eae6a31dc,7372128c-0e9d-4480-ab7c-ea131ef71ffa,feature_b_used,mobile,free,B,"{""usage_count"": 8}",2024-02-18
9c3bc3d3-ae65-4e68-bf6b-3ba29001c71a,fbc0e780-1d18-44d9-8c2d-cb09bd4392bd,signup,web,free,B,"{""source"": ""sales"", ""country"": ""CA""}",
33c26e8c-1a72-4f19-b7a7-dbf442e861fe,c14368c0-289b-4c39-af02-cc38f24d2139,signup,web,free,A,"{""source"": ""paid_search"", ""country"": ""DE""}",
37fe8d6a-38dc-4ed5-b62e-2934f73532db,aa1cc1c1-64a7-4c75-ba36-cdeb3d58091e,signup,web,free,A,"{""source"": ""sales"", ""country"": ""GB""}",
7b1f968d-3b01-4893-bfd6-b033b977ea8f,aa1cc1c1-64a7-4c75-ba36-cdeb3d58091e,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-09
feb1ca58-9144-4223-ab8d-0923db01821f,aa1cc1c1-64a7-4c75-ba36-cdeb3d58091e,feature_a_used,web,free,A,"{""usage_count"": 7}",2024-02-11
5a580490-8fa9-45e3-9278-37461330f479,264db3d0-0788-4673-8d9a-d70faffd578f,signup,mobile,free,B,"{""source"": ""paid_search"", ""country"": ""CA""}",
1841c2ab-ad72-4d99-9f13-f47b2b8e4a46,264db3d0-0788-4673-8d9a-d70faffd578f,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-01
e2b418a5-63a3-42d7-bf1c-6fd4727a1d20,264db3d0-0788-4673-8d9a-d70faffd578f,feature_a_used,mobile,free,B,"{""usage_count"": 4}",2024-02-12
e5b3e047-7192-4712-8de2-28b899f3c499,264db3d0-0788-4673-8d9a-d70faffd578f,feature_b_used,web,free,B,"{""usage_count"": 2}",2024-02-22
722e9af0-a927-4d70-9b07-58f4d7ad6f1d,35fe2a6e-5189-40b6-991f-efed1cf00977,signup,mobile,free,A,"{""source"": ""paid_search"", ""country"": ""CA""}",
ddd41d4a-9e80-4584-9219-22de25904ea4,0dbe225e-b125-4b9e-8989-c2d48853ba38,signup,web,free,B,"{""source"": ""organic"", ""country"": ""GB""}",
7a486f8d-ef52-4f21-bf9e-1c7ef9705470,0dbe225e-b125-4b9e-8989-c2d48853ba38,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-31
5882936a-e0c3-4cc7-809b-7e1b8047ef5c,0dbe225e-b125-4b9e-8989-c2d48853ba38,feature_b_used,web,free,B,"{""usage_count"": 10}",2024-02-03
6209b3d8-3e95-4ef5-9a47-307299a9ac52,c38bd954-e9fc-4e23-9d83-775cb99aa69c,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""CA""}",
c98246b5-9a21-4112-8a8c-bc60b954fbb3,c38bd954-e9fc-4e23-9d83-775cb99aa69c,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-31
79aca001-3f01-44fa-8c49-83c085dd54d1,c38bd954-e9fc-4e23-9d83-775cb99aa69c,feature_a_used,mobile,free,B,"{""usage_count"": 6}",2024-02-14
5eca8a59-0cae-4ed2-b3cf-64ea144edd74,2d5818d8-8623-41a8-acf5-b8dc354aba91,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""DE""}",
6335d9f8-5e4f-438f-990d-12a742d13c97,2d5818d8-8623-41a8-acf5-b8dc354aba91,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-11
bd54024e-6d8b-4c92-94ff-aa9e42a8586a,2d5818d8-8623-41a8-acf5-b8dc354aba91,feature_a_used,mobile,free,B,"{""usage_count"": 9}",2024-02-17
0a5f490e-1994-4097-999d-5b0cf696b028,2d5818d8-8623-41a8-acf5-b8dc354aba91,feature_b_used,web,free,B,"{""usage_count"": 2}",2024-02-25
7fefeab5-efb7-4881-9f7a-6ed68ece6ece,2d5818d8-8623-41a8-acf5-b8dc354aba91,upgrade,mobile,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-21
fd028963-ad91-43ab-b56d-5888f31d39b5,a865beba-d6d3-41bb-b0a0-3b426176e191,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""US""}",
9baaff68-7dd0-4851-a839-c25030b73969,a865beba-d6d3-41bb-b0a0-3b426176e191,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-25
de726ed6-15a7-4037-a6f3-5d78902b7a3b,bb226c8d-554c-492c-ade2-4be85491de05,signup,web,free,B,"{""source"": ""organic"", ""country"": ""GB""}",
16673db0-243a-48d5-976e-d0b9cb4722f0,bb226c8d-554c-492c-ade2-4be85491de05,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-04
9e79e2e6-91c1-44ab-895b-d920c134c862,bb226c8d-554c-492c-ade2-4be85491de05,feature_a_used,web,free,B,"{""usage_count"": 9}",2024-02-11
bd93313e-506f-4733-9408-ca85ac2c1404,bb226c8d-554c-492c-ade2-4be85491de05,feature_b_used,mobile,free,B,"{""usage_count"": 8}",2024-02-19
98ad3ee2-fd90-4345-87c4-774afa670300,25ca2612-eebb-4028-9265-aa1d249473df,signup,web,free,B,"{""source"": ""sales"", ""country"": ""CA""}",
b7fa1a94-196d-4b00-82a3-7e3ddfba3a25,25ca2612-eebb-4028-9265-aa1d249473df,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-01-30
908541d6-e968-46d0-96c8-934dda33a492,25ca2612-eebb-4028-9265-aa1d249473df,feature_b_used,mobile,free,B,"{""usage_count"": 9}",2024-01-31
34d45a05-bb5f-426c-a786-b9a28ac66717,41a72aa5-8c00-42a0-879d-11ae106d25aa,signup,mobile,free,A,"{""source"": ""organic"", ""country"": ""US""}",
a96c5138-b32e-4589-adc5-b5f39ba954ef,41a72aa5-8c00-42a0-879d-11ae106d25aa,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-29
97c1ddca-cdd3-4199-90d1-f3f497a99971,41a72aa5-8c00-42a0-879d-11ae106d25aa,feature_a_used,web,free,A,"{""usage_count"": 7}",2024-02-07
4bcf1a96-77fc-4d4f-9acc-c00e5a4b9ece,1a1d754b-1173-487d-b59b-aca0f5567677,signup,web,free,B,"{""source"": ""referral"", ""country"": ""IN""}",
4e20d876-2b9e-4352-aed7-40ffb20e9f44,1a1d754b-1173-487d-b59b-aca0f5567677,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-07
fd522d2f-d493-4f85-8f7b-81bf867d7a28,1a1d754b-1173-487d-b59b-aca0f5567677,feature_b_used,mobile,free,B,"{""usage_count"": 7}",2024-02-12
e5f9ebc9-b2d7-4945-90b4-dbbcbcb3cf2a,1a1d754b-1173-487d-b59b-aca0f5567677,upgrade,mobile,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-06
e1d38d02-b5d1-4c25-a21c-9219d8c832ab,7163b2e4-f67c-4ece-83bd-f15f6f9c67e6,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""CA""}",
da86573a-ace3-4e77-ae5f-4b3977399e37,7163b2e4-f67c-4ece-83bd-f15f6f9c67e6,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-11
a8a21779-97cd-4b6b-aebd-41d751e7d325,7163b2e4-f67c-4ece-83bd-f15f6f9c67e6,upgrade,mobile,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-23
bfd51115-ac95-42ea-8f08-c7a99926015a,9d7b70f2-e00a-48da-80aa-14ec69eddb1f,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""CA""}",
51b94fac-0345-462f-8b5e-7672d9e820fe,9d7b70f2-e00a-48da-80aa-14ec69eddb1f,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-02
842e9d84-42fd-4e08-8259-5c5825c6c997,9d7b70f2-e00a-48da-80aa-14ec69eddb1f,upgrade,web,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-23
c42871f2-9ce4-4560-a036-63e8c99c40e4,bc8bb89c-7b75-4d83-aa59-a1169a4b2804,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""US""}",
98495b77-ad8d-4a8f-a7c3-a3d4f4851d57,bc8bb89c-7b75-4d83-aa59-a1169a4b2804,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-04
d1969dc0-3ea7-4360-abc5-71d21ca1b4aa,bc8bb89c-7b75-4d83-aa59-a1169a4b2804,feature_a_used,web,free,B,"{""usage_count"": 8}",2024-02-15
ad60b4cc-9863-4d1f-9337-99650c309ac7,8d8c3869-f272-42a0-b03c-0e8cc5b1e253,signup,web,free,A,"{""source"": ""paid_search"", ""country"": ""DE""}",
94eab6fd-41eb-4d6b-b2de-546e074c64d5,8d8c3869-f272-42a0-b03c-0e8cc5b1e253,onboarding_completed,mobile,,,"{""steps_completed"": 5}",2024-02-10
430e6b35-b171-4ff6-b8b7-8a4a1cac715d,8d8c3869-f272-42a0-b03c-0e8cc5b1e253,feature_a_used,mobile,free,A,"{""usage_count"": 7}",2024-02-15
bb54ef3f-f132-419d-bea6-07ec8805550f,e15072f2-9d16-4b1f-8e83-cdfa74bb7afe,signup,web,free,B,"{""source"": ""sales"", ""country"": ""GB""}",
450f9f5a-3a84-4e49-b6b9-a08e21f8f4a4,e15072f2-9d16-4b1f-8e83-cdfa74bb7afe,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-28
8a0fc21a-1a0d-4aa9-95b4-584b3c203b21,e15072f2-9d16-4b1f-8e83-cdfa74bb7afe,feature_a_used,web,free,B,"{""usage_count"": 4}",2024-01-30
84873f9b-aae3-47ff-9d33-673fdedee334,e15072f2-9d16-4b1f-8e83-cdfa74bb7afe,feature_b_used,mobile,free,B,"{""usage_count"": 6}",2024-02-09
45a9b87b-b33c-4255-bc23-7d6bcd2bfd86,913fa92d-25bc-44b3-bf10-65bea6da9ae6,signup,web,free,B,"{""source"": ""paid_search"", ""country"": ""DE""}",
ab2e84bd-5f6b-4d20-a5b5-5224546f9b8b,913fa92d-25bc-44b3-bf10-65bea6da9ae6,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-01-19
4fb6a86e-694c-422c-82ef-625551fa8535,913fa92d-25bc-44b3-bf10-65bea6da9ae6,feature_b_used,web,free,B,"{""usage_count"": 1}",2024-01-28
987463bf-c2b4-4c26-80cb-40a0f4afc623,11e04092-3823-4cec-9cf0-70c04a5a9d4a,signup,mobile,free,B,"{""source"": ""organic"", ""country"": ""DE""}",
49ec3577-2a99-40a0-b759-8b41c264cb1a,11e04092-3823-4cec-9cf0-70c04a5a9d4a,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-07
c3859d27-cfec-4d70-b345-8db519716b90,11e04092-3823-4cec-9cf0-70c04a5a9d4a,feature_a_used,web,free,B,"{""usage_count"": 8}",2024-02-18
6f3e1d36-5a81-45c4-92bf-a56c2242ed48,11e04092-3823-4cec-9cf0-70c04a5a9d4a,upgrade,web,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-03-03
94e4eb45-4179-4e84-bc69-10957eb306d9,950caa9d-2d14-4f19-845e-44ce39f03fb8,signup,mobile,free,B,"{""source"": ""sales"", ""country"": ""GB""}",
a9f829df-f9bc-461a-8fd3-c9c53fff4a5d,950caa9d-2d14-4f19-845e-44ce39f03fb8,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-04
78ff0d53-8576-46c6-a211-e0ea0a2e7101,950caa9d-2d14-4f19-845e-44ce39f03fb8,upgrade,web,pro,B,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-21
7617c4d9-5081-4817-8555-168c9f7dabc3,0dde80a8-81d2-4f52-a4f4-1206f39fb510,signup,mobile,free,A,"{""source"": ""sales"", ""country"": ""GB""}",
02ea9a15-4ce1-4a47-ade8-c08a8e952e51,0dde80a8-81d2-4f52-a4f4-1206f39fb510,onboarding_completed,web,,,"{""steps_completed"": 5}",2024-02-10
ed729c31-b2aa-4c5e-bd71-1b1710a1ece4,0dde80a8-81d2-4f52-a4f4-1206f39fb510,feature_a_used,mobile,free,A,"{""usage_count"": 7}",2024-02-20
00417c81-121f-410d-b03f-97583463a61d,0dde80a8-81d2-4f52-a4f4-1206f39fb510,upgrade,web,pro,A,"{""from_plan"": ""free"", ""to_plan"": ""pro""}",2024-02-28
f24cf7cc-559e-48a7-91b3-7b2e199b8fd5,0dde80a8-81d2-4f52-a4f4-1206f39fb510,cancel,mobile,pro,A,"{""reason"": ""value""}",2024-05-02
d9d87f1c-4844-4d15-b462-d03ec5056a5b,62b4a2dc-72c2-49e6-97fd-0c770345e1ba,signup,web,free,B,"{""source"": ""organic"", ""country"": ""US""}",
